FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Geocode,AddressLine2,AddressLine3,PostCode,AddressLine1,AddressLine4
1820393,AC-072024-015204,Trof Cafe,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2023-07-06,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,6-8 Thomas Street,Manchester,M4 1EX,,
1817673,AC-072024-006474,True Choice Produce Ltd,Retailers - other,4613,3,fhrs_3_en-GB,2024-02-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Whitworth Street East,Manchester,M11 2WW,F31 New Smithfield Market,
1821053,AC-072024-015984,True Manchester,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-11-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,126 Burton Road,Manchester,M20 1JQ,,
1849436,AC072025-22919,Truffle Bakes and Biryani,Other catering premises,7841,5,fhrs_5_en-GB,2025-10-02,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818255,AC-072024-007193,Trusted Care Services,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-03-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1819416,AC-072024-013984,Try Thai Restaurant & Cafe,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2024-08-21,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,52-54 Faulkner Street,Manchester,M1 4FH,,
1821750,AC082024-17479,TSGENAY,Restaurant/Cafe/Canteen,1,2,fhrs_2_en-GB,2025-10-09,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,5 Bury New Road,Manchester,M8 8FW,,
1816938,AC-072024-005602,Tsujiri,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-04-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,50 Faulkner Street,Manchester,M1 4FH,Matcha House Upper Ground Floor,
1906792,AC012026-25738,Tuck Box Catering,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818535,AC-072024-007772,Tuiami Ltd,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Monsall Road,Manchester,M40 8WN,Wilsons Park,
1923195,AC022026-26142,tuk tuk,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,655-657 Wilmslow Road,Manchester,M20 6RA,SALMON OF KNOWLEDGE,
1923223,AC022026-26250,Tulip Mental Health and Community Care,Hospitals/Childcare/Caring Premises,5,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,9 Victory Street,Manchester,M14 5AE,,
1817668,AC-072024-006466,Tulip Mental Health and Community Care Ltd,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2024-05-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,34 Montcliffe Crescent,Manchester,M16 8GR,,
1818056,AC-072024-006931,Tulip Mental Health and Community Care Ltd (Carehome),Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2024-05-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,12 Broadmeadow Avenue,Manchester,M16 8GS,,
1821925,AC102024-18567,Tun Brewing Company,Retailers - other,4613,5,fhrs_5_en-GB,2025-07-09,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816739,AC-072024-005374,"Turing Tap also T/as Loco Loco, El Rodeo, Mexicano, Burrito Bandits",Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2022-12-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,421-423 Oxford Road,Manchester,M13 9WG,421-423 Oxford Road Manchester M13 9WG,
1817695,AC-072024-006501,Turkish Delight,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-10-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,573 Barlow Moor Road,Manchester,M21 2AE,,
1820680,AC-072024-015538,Turkish Grill,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,2024-08-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,40 Shudehill,Manchester,M4 1EZ,,
1818780,AC-072024-013186,Turkish Grill,Mobile caterer,7846,5,fhrs_5_en-GB,2023-04-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Piccadilly Gardens,Manchester,M1 1AF,Piccadilly Street Food Market,
1817645,AC-072024-006439,Turkiss Shawerma,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,2024-06-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,244 Wilmslow Road,Manchester,M14 6LD,,
1821138,AC-072024-016087,Turkman Grill,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-03-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,104 Withington Road,Manchester,M16 8FA,,
1820399,AC-072024-015211,Turtle Bay,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2024-01-22,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Oxford Street,Manchester,M1 4BH,The Circus,
1817281,AC-072024-006017,Turtle Bay Restaurants Ltd,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-11-21,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,46-50 Oldham Street,Manchester,M4 1LE,Ground Floor,
1819628,AC-072024-014245,Tutku Cafe,Restaurant/Cafe/Canteen,1,2,fhrs_2_en-GB,2025-10-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,428 Barlow Moor Road,Manchester,M21 8AD,,
1819873,AC-072024-014533,Tutzys Newsagents & Vape Store,Retailers - other,4613,5,fhrs_5_en-GB,2011-06-06,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,35-36 Piccadilly Plaza,Manchester,M1 4AJ,,
1817745,AC-072024-006568,Twenty Twenty Two,Pub/bar/nightclub,7843,4,fhrs_4_en-GB,2015-10-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,20 Dale Street,Manchester,M1 1EZ,Basement,
1821845,AC092024-18129,TWIG DELIGHT AFRICAN RESTAURANT,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2025-04-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 Robin Hood Street,Manchester,M8 9JG,,
1821476,AC-072024-016488,Twisted Melons,Retailers - other,4613,5,fhrs_5_en-GB,2023-08-08,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1819249,AC-072024-013784,Two Apples,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-02-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,103 Queens Road,Manchester,M8 8UT,,
1849442,AC072025-22971,Two Hands Cafe,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-10-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,DICKINSON STREET,MANCHESTER,M1 4LF,CLOCKWISE LINLEY HOUSE,
1923093,AC012026-25839,TYGA RESTAURANT & BAR,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,47 PETER STREET,MANCHESTER,M2 3NG,,
1820614,AC-072024-015465,Tzatzikis Greek Deli & Takeaway,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2024-05-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,325 Wilmslow Road,Manchester,M14 6NW,,
1894433,AC092025-24026,U Chooze,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Hulme High Street,Manchester,M15 4AJ,Unit 10 Hulme Market,
1849453,AC072025-23016,Uber Eats Sandwich Studio,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 Dark Lane,Manchester,M12 6FA,Unit 1,
1820504,AC-072024-015335,Ubuntu Corporation Ltd,Other catering premises,7841,5,fhrs_5_en-GB,2023-05-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816995,AC-072024-005671,UCKG Help Centre,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-11-15,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,44 Oxford Street,Manchester,M1 5EJ,,
1943875,AC042026-27084,U-JOY LIMITED,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1822029,AC112024-19140,UK Mc Food Cafee,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2025-01-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1121 Ashton Old Road,Manchester,M11 1AA,,
1816953,AC-072024-005619,UK VAP North 1,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-11-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,98 Corporation Street,Manchester,M4 3TR,Unit 13 The Corn Exchange,
1906920,AC122025-25400,Ukhtea,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816361,AC032025-20905,Ultimate Regime,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,153 Great Ducie Street,Manchester,M3 1FE,Unit 3,
1839338,AC052025-22266,Ummahcelebrations,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818482,AC-072024-007692,Un Autre Tableau,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818060,AC-072024-006936,Uncle B's,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2024-07-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,569 Mauldeth Road West,Manchester,M21 7SH,,
1816417,AC032025-21156,Uncle D's,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,2025-08-22,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,33 Hulme High Street,Manchester,M15 5JT,,
1817834,AC-072024-006669,Uncle T,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-08-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Nobel Way,Manchester,M1 7FT,Unit L5,
1818829,AC-072024-013245,Unicorn Grocery,Retailers - other,4613,5,fhrs_5_en-GB,2023-06-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,89 Albany Road,Manchester,M21 0BN,,
1831253,AC-072024-013106,Unicorn Hotel,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2025-09-04,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,26 Church Street,Manchester,M4 1PN,,
1839357,AC052025-22293,Unik U Foods/Pastries,Mobile caterer,7846,4,fhrs_4_en-GB,2025-07-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816522,AC-072024-005114,Unique Africa,Retailers - other,4613,1,fhrs_1_en-GB,2024-12-16,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,31 Kenyon Lane,Manchester,M40 9JG,,
1820168,AC-072024-014921,Unique Convenience Store,Retailers - other,4613,4,fhrs_4_en-GB,2023-06-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Waterloo Road,Manchester,M8 8GJ,Cheetham Service Station,
1817394,AC-072024-006137,Unique Enterprises International Ltd,Retailers - other,4613,5,fhrs_5_en-GB,2022-06-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Waterloo Road,Cheetham,M8 8GJ,,Manchester
1820071,AC-072024-014807,Unite Students,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-05-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Kincardine Road,Manchester,M13 9SY,Kincardine Court,
1821588,AC-072024-016623,United Apostolic Church of Christ - Citadel of Praise,Other catering premises,7841,5,fhrs_5_en-GB,2023-06-22,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,703 Stockport Road,Manchester,M12 4QN,Midway Business Centre,
1849441,AC072025-22970,United Halal Meat and Poultry Centre Ltd,Retailers - other,4613,4,fhrs_4_en-GB,2025-08-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,399 Great Western Street,Manchester,M14 4AH,,
1817958,AC-072024-006814,Unity Community School - Big Life Schools,School/college/university,7845,5,fhrs_5_en-GB,2024-09-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,41 Allesley Drive,Manchester,M7 4YE,,
1817728,AC-072024-006544,University of Law also T/as OCS Group UK Ltd,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-02-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,2 New York Street,Manchester,M1 4HJ,,
1894498,AC092025-24315,Upland Manor Care Centre,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-12-16,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Yewtree Lane,Manchester,M23 0EA,Upland Manor,
1818942,AC-072024-013425,Upper Crust,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-08-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Piccadilly,Manchester,M60 7RA,Main Concourse Piccadilly Train Station,
1839314,AC052025-22180,Upper Crust,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-09-16,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Manchester Airport,Manchester,M90 4AF,Terminal Two,
1819874,AC-072024-014535,Upper Crust/WH Smith,Retailers - other,4613,5,fhrs_5_en-GB,2025-02-01,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Chorlton Street,Manchester,M1 3JF,,
1817251,AC-072024-005976,Urban Bakers Ltd,Other catering premises,7841,5,fhrs_5_en-GB,2018-12-04,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1923257,AC022026-26329,Urban Bitez,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,512 Portway,Manchester,M22 0LA,,
1943840,AC042026-26993,Urban Grill,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Picadilly Gardens,Manchester,M1 1LY,The Manchester Street Food Market,
1818608,AC-072024-012961,Urban Kitchen,Mobile caterer,7846,5,fhrs_5_en-GB,2021-12-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Cheetham Hill Road,Manchester,M8 8EP,Outside B&Q Manchester Fort Shopping Centre,
1943771,AC042026-26804,URBAN PRIME LTD,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816557,AC-072024-005157,Urban Spice,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,2025-07-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,70 Hathersage Road,Manchester,M13 0FN,,
1906780,AC012026-25680,Urbn kitchen,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,27 Spark Road,Manchester,M23 1DQ,,
1820682,AC-072024-015540,USA Fried Chicken & Pizza,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2026-03-09,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,82 Old Church Street,Manchester,M40 2JF,,
1816328,AC022025-20531,USA hot dog and sandwiches also T/as Flame and Flaver and Italian Marinara tomato paste,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818275,AC-072024-007300,Use.Space,Retailers - other,4613,Exempt,fhrs_exempt_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Paddock Street,Manchester,M12 6PN,,
1894466,AC092025-24192,Uto-Ndu Foods ltd,Other catering premises,7841,5,fhrs_5_en-GB,2026-03-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1831006,AC032025-20912,Vacherin Limited also T/as Squire Patton Boggs (UK) LLP,Other catering premises,7841,5,fhrs_5_en-GB,2025-08-08,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 HARDMAN STREET,MANCHESTER,M3 3EB,SQUIRE PATTON BOGGS (UK) LTD 1 SPINNINGFIELDS,
1943871,AC042026-27071,VADA VADA,Pub/bar/nightclub,7843,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,7-9 New Wakefield Street,Manchester,M1 5NP,,
1820839,AC-072024-015730,Vanilla Fudge,Restaurant/Cafe/Canteen,1,2,fhrs_2_en-GB,2025-03-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,61 Bridge Street,Manchester,M3 3BQ,,
1816433,AC-072024-005004,Vanilla Ice Cakes,Other catering premises,7841,5,fhrs_5_en-GB,2023-03-15,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,400 Barlow Moor Road,Manchester,M21 8AD,,
1816515,AC-072024-005103,Vanillis,Other catering premises,7841,5,fhrs_5_en-GB,2024-10-05,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Poland Street,Manchester,M4 6BN,Units 8 Crown Industrial Estate,
1818510,AC-072024-007736,Vape Citi,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,580 Stockport Road,Manchester,M13 0RQ,,
1816703,AC-072024-005330,Vape X Sweet,Retailers - other,4613,5,fhrs_5_en-GB,2023-08-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,25 Vega Street,Manchester,M8 9TW,25 Vega Street Manchester M8 9TW,
1821034,AC-072024-015961,Vapes And Cigar Delivery,Retailers - other,4613,5,fhrs_5_en-GB,2023-06-22,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Riverpark Road,Manchester,M40 2XP,Unit 242 Apex Self Storage Sports City Riverpark Trading Estate,
1821863,AC092024-18275,Vapes and More - Manchester Central,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,40-46 Ashton Old Road,Manchester,M12 6LP,,
1817793,AC-072024-006623,Vapiano,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-02-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Exchange Square,Manchester,M4 3TR,,
1821575,AC-072024-016609,Variety Mode,Retailers - other,4613,Exempt,fhrs_exempt_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,4 Worsley Street,Hulme,M15 4NU,Flat 211 The Box Works,Manchester
1817981,AC-072024-006839,Varna Community Primary School also T/a Impact Food Group trading as Dolce,School/college/university,7845,5,fhrs_5_en-GB,2025-06-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Chisholm Street,Manchester,M11 2LE,,
1831157,AC042025-21724,VEDHANTA FOODS LTD,Other catering premises,7841,5,fhrs_5_en-GB,2025-08-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1818322,AC-072024-007471,Vegan Dream Body,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,7 Alness Road,Manchester,M16 8ET,,
1818769,AC-072024-013173,Vegan Green Kitchen,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,2025-08-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Blackett Street,Manchester,M12 6AE,Pod 12 Encore Kitchen Aldow Enterprise Park,
1817560,AC-072024-006337,Vegan Shack,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2022-08-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 Piccadilly,Manchester,M1 1RG,Unit F,
1819477,AC-072024-014057,Veganmami Ltd,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2022-04-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,58-60 Higher Ardwick,Manchester,M12 6DA,Unit 13b,
1822043,AC112024-19253,Vegas Fried Chicken,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2025-03-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,185 Dickenson Road,Manchester,M13 0YN,,
1943797,AC042026-26858,VELVET,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,2 CANAL STREET,MANCHESTER,M1 3HE,,
1923238,AC022026-26275,Velvet Whisk,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,106-108 Burton Road,Manchester,M20 1LP,,
1839424,AC062025-22552,velvt dessert bar,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,59 Lomond Road,Manchester,M22 5JB,,
1906881,AC112025-25299,Vendora Brands Ltd,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Dark Lane,Manchester,M12 6FA,Unit 1,
1839345,AC052025-22280,Venice pizza,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,2025-08-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,83 Wendover Road,Manchester,M23 9EG,,
1818916,AC-072024-013386,Venus Supermarket & Restaurant,Retailers - other,4613,4,fhrs_4_en-GB,2025-03-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,45-49 Anson Road,Manchester,M14 5DE,,
1831084,AC042025-21443,Verde also T/as PLNT,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2025-06-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 Dark Lane,Manchester,M12 6FA,Unit 1,
1820896,AC-072024-015804,Verdene Hotel,Hotel/bed & breakfast/guest house,7842,5,fhrs_5_en-GB,2014-06-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,454 Moss Lane East,Manchester,M14 4PW,,
1820803,AC-072024-015680,Vermillion Cinnabar,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2022-01-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Lord North Street,Manchester,M40 8AD,,
1762792,AC082024-17840,Versanam Ltd,Retailers - other,4613,5,fhrs_5_en-GB,2024-10-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1819138,AC-072024-013664,Via,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2025-01-25,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,28-30 Canal Street,Manchester,M1 3EZ,,
1818890,AC-072024-013342,Viatts Off Licence and Grocers,Retailers - other,4613,5,fhrs_5_en-GB,2017-06-05,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,50 Yew Tree Road,Manchester,M14 7PP,,
1894383,AC082025-23827,Vibean,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-12-09,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Brazennose Street,Manchester,M2 5LN,Unit 6 Heron House,
1776645,AC102024-18898,Vice Tea Bar and Grill,Restaurant/Cafe/Canteen,1,2,fhrs_2_en-GB,2025-05-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,460 Cheetham Hill Road,Manchester,M8 9JW,,
1923167,AC022026-26049,Vickie's Delicacy,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1943738,AC032026-26682,Vics Ice Cream also T/as McMullans Ice Cream,Mobile caterer,7846,5,fhrs_5_en-GB,2026-03-25,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
